,adult,budget,id,imdb_id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
3597,FALSE,1700000,9755,tt0430926,en,0.722339,7/30/05,0,99,Released,Bloodsuckers,4.4,11
3599,FALSE,60000000,9757,tt0477051,en,7.667874,2/8/07,95673607,101,Released,Norbit,5,434
3600,FALSE,25000000,9759,tt0337921,en,5.918816,9/6/04,56422687,94,Released,Cellular,6.1,548
3601,FALSE,20000000,9760,tt0799949,en,5.549609,1/25/07,86865564,86,Released,Epic Movie,3.2,334
3602,FALSE,150000,9761,tt0807840,en,1.802597,3/24/06,0,11,Released,Elephants Dream,6,28
3603,FALSE,12000000,9762,tt0462590,en,14.21769,8/11/06,114194847,104,Released,Step Up,6.7,1092
3604,FALSE,30000000,9763,tt0380389,en,9.783762,6/6/05,27610873,118,Released,Goal!: The Dream Begins,6.6,244
3605,FALSE,4000000,9764,tt0071411,ru,4.713259,8/2/75,0,144,Released,Dersu Uzala,8,90
3607,FALSE,30000000,9766,tt0421206,en,5.025475,9/15/06,41480851,125,Released,Gridiron Gang,6.6,210
3608,FALSE,52000000,9767,tt0452594,en,6.327193,6/1/06,204999686,106,Released,The Break-Up,5.6,851
3609,FALSE,11000000,9768,tt0099329,en,8.290384,4/5/90,8266343,85,Released,Cry-Baby,6.4,289
3610,FALSE,62000000,9769,tt0119558,en,10.618141,9/27/97,1060056,137,Released,Lolita,7,288
3611,FALSE,50000000,9770,tt0119592,en,4.909738,11/7/97,10541523,114,Released,Mad City,5.9,81
3613,FALSE,85000000,9772,tt0118571,en,12.173291,7/25/97,315156409,124,Released,Air Force One,6.2,859
3617,FALSE,20000000,9777,tt0377107,en,7.983902,9/5/05,7535331,100,Released,Proof,6.2,182
3618,FALSE,28000000,9778,tt0240890,en,5.715737,10/5/01,77516304,90,Released,Serendipity,6.6,529
3619,FALSE,25000000,9779,tt0403508,en,9.263965,6/1/05,39053061,119,Released,The Sisterhood of the Traveling Pants,6.3,396
3620,FALSE,6500000,9781,tt0165710,en,6.074832,8/13/99,4217115,95,Released,Detroit Rock City,6.7,102
3624,FALSE,30000000,9785,tt0435670,en,6.097503,4/27/07,26810113,102,Released,The Invisible,6,148
3626,FALSE,25000000,9787,tt0355702,en,4.350049,6/3/05,13411957,107,Released,Lords of Dogtown,7,215
3627,FALSE,23000000,9788,tt0384793,en,7.06088,8/18/06,38505009,93,Released,Accepted,6.2,412
3628,FALSE,5000000,9789,tt0846040,it,4.391819,4/20/07,6463286,108,Released,My Brother Is an Only Child,6.7,61
3630,FALSE,15000000,9792,tt0454841,en,18.960549,3/10/06,69623713,107,Released,The Hills Have Eyes,6.1,726
3631,FALSE,15000000,9793,tt0800069,en,5.559312,3/22/07,0,89,Released,The Hills Have Eyes 2,5.2,355
3632,FALSE,12000000,9794,tt0424993,en,8.596352,10/6/06,38368909,103,Released,Employee of the Month,5.4,156
3634,FALSE,10000000,9796,tt0454970,en,11.951258,12/1/06,0,93,Released,Turistas,5.3,197
3636,FALSE,90000000,9798,tt0120660,en,12.978751,11/20/98,250649836,132,Released,Enemy of the State,6.7,1266
3637,FALSE,38000000,9799,tt0232500,en,1.406181,6/22/01,207283925,106,Released,The Fast and the Furious,6.6,3485
3638,FALSE,26000000,9800,tt0107818,en,13.373006,12/22/93,206678440,125,Released,Philadelphia,7.6,1019
3639,FALSE,50000000,9801,tt0317198,en,7.78817,11/10/04,40203020,108,Released,Bridget Jones: The Edge of Reason,6.1,775
3640,FALSE,75000000,9802,tt0117500,en,13.249824,6/6/96,335062621,136,Released,The Rock,6.9,1474
3642,FALSE,175000000,9804,tt0114898,en,16.885184,7/28/95,264218220,135,Released,Waterworld,5.9,1017
3643,FALSE,92000000,9806,tt0317705,en,22.220214,11/5/04,631442092,115,Released,The Incredibles,7.4,5290
3645,FALSE,4000000,9809,tt0454987,en,3.856827,11/17/06,4630045,84,Released,Let's Go to Prison,5.5,70
3648,FALSE,900000,9813,tt0414951,en,4.997751,9/12/05,381420,96,Released,The Quiet,6.1,73
3649,FALSE,230400,9815,tt0473360,en,4.59233,2/9/07,0,115,Released,Goal! II: Living the Dream,5.8,147
3650,FALSE,13000000,9816,tt0206275,en,4.794088,1/12/01,91038276,112,Released,Save the Last Dance,6.3,359
3652,FALSE,23000000,9819,tt0116999,en,5.307984,12/18/96,12803305,98,Released,Marvin's Room,6.6,130
3655,FALSE,90000000,9822,tt0120751,en,6.939576,12/25/98,0,114,Released,Mighty Joe Young,5.9,208
3656,FALSE,30000000,9823,tt0119707,en,6.532498,11/21/97,51376861,95,Released,Mortal Kombat: Annihilation,3.8,225
3657,FALSE,68000000,9824,tt0132347,en,10.466306,8/6/99,29762011,121,Released,Mystery Men,5.7,255
3658,FALSE,27000000,9825,tt0139414,en,13.787108,7/15/99,56870414,82,Released,Lake Placid,5.5,251
3659,FALSE,45000000,9826,tt0117331,en,8.079541,6/6/96,17300889,100,Released,The Phantom,4.7,138
3661,FALSE,3700000,9828,tt0450340,en,13.505066,11/3/06,3338228,98,Released,Unknown,6.4,116
3662,FALSE,15000000,9829,tt0475276,en,10.527141,4/28/06,76286096,111,Released,United 93,6.9,377
3664,FALSE,70000000,9833,tt0293508,en,7.682562,12/8/04,154648887,143,Released,The Phantom of the Opera,7,448
3666,FALSE,10000000,9835,tt0120741,en,6.046893,7/24/98,19000000,84,Released,Jane Austen's Mafia!,5.4,52
3667,FALSE,100000000,9836,tt0366548,en,15.088318,11/16/06,384335608,108,Released,Happy Feet,5.9,1457
3668,FALSE,70000000,9837,tt0120794,en,11.898185,12/15/98,218613188,99,Released,The Prince of Egypt,6.9,847
3669,FALSE,12500000,9838,tt0089421,en,6.138795,3/20/85,238227,100,Released,King Solomon's Mines,5,101
3670,FALSE,35000000,9839,tt0294357,en,8.940335,10/23/03,0,127,Released,Beyond Borders,6.7,113
3671,FALSE,500000,9840,tt0120449,fr,0.417705,9/16/98,0,113,Released,The Dreamlife of Angels,6.9,18
3673,FALSE,20000000,9842,tt0462519,en,10.725567,9/29/06,17807569,100,Released,School for Scoundrels,5.6,112
3675,FALSE,5000000,9844,tt0120777,en,14.734622,5/22/98,5879254,105,Released,The Opposite of Sex,5.9,56
3679,FALSE,65000000,9849,tt0120764,en,12.65102,2/11/99,36850101,94,Released,My Favorite Martian,5.1,81
3681,FALSE,45000000,9869,tt0105112,en,11.075674,6/4/92,178051587,117,Released,Patriot Games,6.4,440
3682,FALSE,30000000,9870,tt0800039,en,15.106676,4/17/08,105173115,111,Released,Forgetting Sarah Marshall,6.4,1194
3683,FALSE,5000000,9871,tt0210070,en,5.603312,8/1/00,0,108,Released,Ginger Snaps,6.6,211
3684,FALSE,25000000,9872,tt0089114,en,4.935932,7/12/85,9873044,109,Released,Explorers,6.2,120
3688,FALSE,14000000,9877,tt0146336,en,6.081401,9/25/98,72527595,99,Released,Urban Legend,5.6,293
3690,FALSE,50000000,9879,tt0117765,en,11.341502,6/28/96,113309743,115,Released,Striptease,4.4,210
3691,FALSE,37000000,9880,tt0247638,en,7.387171,8/3/01,165335153,115,Released,The Princess Diaries,6.5,1063
3692,FALSE,70000000,9882,tt0133952,en,9.019114,11/6/98,116672912,116,Released,The Siege,6.1,361
3693,FALSE,85000000,9884,tt0233469,en,10.175503,2/6/02,78382433,108,Released,Collateral Damage,5.5,431
3694,FALSE,1000000,9885,tt0416315,en,7.483385,1/1/05,27762648,99,Released,Wolf Creek,6.1,288
3695,FALSE,25000000,9886,tt0113481,en,11.715868,5/26/95,19075720,97,Released,Johnny Mnemonic,5.5,380
3696,FALSE,40000000,9889,tt0256380,en,12.520688,11/1/01,141069860,114,Released,Shallow Hal,5.7,764
3697,FALSE,90000000,9890,tt0327162,en,10.81552,6/10/04,102000000,93,Released,The Stepford Wives,5.4,339
3699,FALSE,47000000,9894,tt0115798,en,7.586577,6/10/96,102825796,96,Released,The Cable Guy,5.7,603
3700,FALSE,20000000,9895,tt0483726,en,7.018483,10/9/06,41237648,115,Released,Man of the Year,5.8,129
3701,FALSE,48000000,9896,tt0250687,en,12.330275,7/30/01,85498534,112,Released,Rat Race,6,531
3703,FALSE,45000000,9899,tt0395251,en,5.037224,12/25/05,38058335,134,Released,The Producers,6.1,153
3706,FALSE,12600000,9902,tt0295700,en,14.079718,5/30/03,28650575,84,Released,Wrong Turn,6,652
3707,FALSE,25000000,9903,tt0462338,en,4.78586,10/14/06,11772461,116,Released,The Hoax,6.4,60
3708,FALSE,80000000,9904,tt0405469,en,7.904333,3/6/06,37384046,94,Released,The Wild,5.1,246
3710,FALSE,50000000,9906,tt0429589,en,7.000272,7/27/06,55181129,88,Released,The Ant Bully,5.5,375
3711,FALSE,51000000,9907,tt0414853,en,6.984949,8/4/06,72779000,90,Released,Barnyard,5.3,230
3713,FALSE,35000000,9910,tt0417217,en,9.003792,10/7/05,30526509,122,Released,Two for the Money,5.9,156
3715,FALSE,25000000,9912,tt0412080,en,5.581311,10/12/05,0,127,Released,The World's Fastest Indian,7.3,168
3716,FALSE,43000000,9913,tt0397101,en,10.947957,7/29/05,91974818,104,Released,The Skeleton Key,6.4,588
3720,FALSE,50000000,9919,tt0251127,en,5.188107,2/7/03,177371441,116,Released,How to Lose a Guy in 10 Days,6.3,873
3721,FALSE,30000000,9920,tt0370032,en,11.096655,3/3/06,31070211,87,Released,Ultraviolet,4.8,468
3723,FALSE,80000000,9922,tt0119925,en,6.537407,12/25/97,17626234,177,Released,The Postman,6.1,306
3724,FALSE,50000000,9923,tt0421054,en,6.394143,9/22/05,22944502,127,Released,Domino,6,450
3727,FALSE,75000000,9928,tt0358082,en,12.949715,3/10/05,260696994,91,Released,Robots,6,1383
3730,FALSE,60000000,9932,tt0289848,en,9.927412,12/6/02,55003135,96,Released,Analyze That,5.7,385
3734,FALSE,14000000,9941,tt0090966,en,9.970485,1/31/86,62134225,103,Released,Down and Out in Beverly Hills,5.9,67
3735,FALSE,11000000,9942,tt0097815,en,5.304376,2/16/89,49797148,107,Released,Major League,6.7,222
3737,FALSE,45000000,9944,tt0107798,en,8.708306,12/16/93,195268056,141,Released,The Pelican Brief,6.3,377
3738,FALSE,20000000,9945,tt0120877,en,13.318722,4/15/98,0,108,Released,Vampires,5.8,262
3739,FALSE,100000000,9946,tt0146675,en,9.62371,11/24/99,211989043,121,Released,End of Days,5.5,488
3740,FALSE,43000000,9947,tt0357277,en,13.802674,1/13/05,56681566,97,Released,Elektra,4.9,590
3741,FALSE,24000000,9948,tt0465997,en,7.432461,11/9/06,0,69,Released,The Fox and the Hound 2,5.6,115
3743,FALSE,13000000,9950,tt0419749,en,15.295949,3/16/06,2636637,125,Released,Find Me Guilty,6.5,139
3745,FALSE,10000000,9952,tt0462504,en,9.604564,9/9/06,7177143,126,Released,Rescue Dawn,6.9,339
3747,FALSE,20000000,9954,tt0475944,en,12.72212,9/8/06,37597471,97,Released,The Covenant,5.2,295
3748,FALSE,53000000,9955,tt0445934,en,5.956794,3/30/07,0,93,Released,Blades of Glory,5.9,578
3751,FALSE,5000000,9958,tt0425601,en,3.172765,10/6/06,3833507,95,Released,Trailer Park Boys: The Movie,6.8,53
3752,FALSE,37665000,9959,tt0349467,en,5.388535,2/17/06,14655628,113,Released,Freedomland,5.2,71
3753,FALSE,250000,9960,tt0057261,en,7.597775,8/13/63,0,92,Released,Lord of the Flies,6.6,164
3754,FALSE,8000000,9962,tt0279113,en,4.388338,1/12/02,16856124,93,Released,The Good Girl,6.1,183
3755,FALSE,20000000,9963,tt0477071,en,10.163764,2/8/07,84146832,96,Released,Premonition,5.8,391
3756,FALSE,25710,9964,tt0092610,en,7.409599,12/1/87,0,91,Released,Bad Taste,6.4,196
3758,FALSE,16000000,9966,tt0425430,en,9.629399,2/2/07,1109660,90,Released,The Messengers,5.6,216
3760,FALSE,18000000,9968,tt0402850,en,12.283163,10/27/05,0,100,Released,The Big White,6.3,91
3763,FALSE,24000000,9972,tt0097770,en,4.701379,8/4/89,22099847,115,Released,Lock Up,6.2,208
3764,FALSE,9000000,9973,tt0470982,en,7.775902,12/12/06,0,80,Released,Air Buddies,5.5,50
3766,FALSE,50000000,9975,tt0381971,en,12.602502,2/10/06,69834815,86,Released,Curious George,6.1,109
3769,FALSE,40000000,9978,tt0457495,en,8.778999,7/21/06,23937870,93,Released,Stormbreaker,5.1,219
3770,FALSE,10000000,9980,tt0091499,en,6.614078,7/25/86,7433663,97,Released,Maximum Overdrive,5.5,170
3771,FALSE,45000000,9981,tt0384642,en,9.875573,5/13/05,56070433,95,Released,Kicking & Screaming,5.6,179
3772,FALSE,150000000,9982,tt0371606,en,18.584609,11/4/05,314432665,81,Released,Chicken Little,5.6,974
3773,FALSE,85000000,9986,tt0413895,en,10.254314,12/15/06,144000000,97,Released,Charlotte's Web,5.8,300
3775,FALSE,17500000,9988,tt0486551,en,7.481125,8/25/06,19179969,110,Released,Beerfest,5.8,173
3776,FALSE,30000000,9989,tt0218817,en,8.142166,1/12/01,18195610,108,Released,Antitrust,5.8,156
3779,FALSE,86000000,9992,tt0344854,en,11.621534,12/13/06,107944236,94,Released,Arthur and the Invisibles,6,663
3781,FALSE,14000000,9994,tt0091149,en,11.183924,7/2/86,38625550,74,Released,The Great Mouse Detective,6.9,334
3788,FALSE,68000000,10003,tt0120053,en,10.97633,4/3/97,118063304,116,Released,The Saint,5.9,310
3792,FALSE,8000000,10007,tt0437179,en,5.659608,5/19/06,0,84,Released,See No Evil,4.8,146
3794,FALSE,100000000,10009,tt0328880,en,12.300905,10/23/03,0,85,Released,Brother Bear,6.9,1410
3797,FALSE,35000000,10012,tt0257516,en,8.949722,2/25/05,19294901,97,Released,Cursed,5.1,168
3798,FALSE,18000000,10013,tt0091738,en,7.471655,10/5/86,41382841,103,Released,Peggy Sue Got Married,5.9,138
3799,FALSE,3000000,10014,tt0089686,en,8.668146,10/31/85,29999213,87,Released,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,367
3800,FALSE,15000000,10015,tt0091187,en,7.390012,12/15/86,42724017,130,Released,Heartbreak Ridge,6.5,270
3801,FALSE,28000000,10016,tt0228333,en,7.058599,8/24/01,14010832,98,Released,Ghosts of Mars,4.8,299
3802,FALSE,2700000,10017,tt0092240,en,7.657918,11/21/86,3500000,93,Released,The Wraith,5.9,109
3804,FALSE,6000000,10019,tt0093493,en,8.525782,2/13/87,42721196,89,Released,Mannequin,5.5,130
3805,FALSE,25000000,10020,tt0101414,en,23.433511,11/13/91,377350553,84,Released,Beauty and the Beast,7.5,3029
3806,FALSE,12000000,10021,tt0093936,en,5.409557,4/10/87,110996879,111,Released,The Secret of My Success,6.2,151
3807,FALSE,56000000,10022,tt0395699,en,7.81645,3/4/05,113006880,95,Released,The Pacifier,5.8,865
3808,FALSE,20000000,10023,tt0092925,en,7.907938,6/25/87,66673516,106,Released,Dragnet,5.7,139
3809,FALSE,30000000,10024,tt1078588,en,6.793972,6/26/09,95714875,109,Released,My Sister's Keeper,7.1,614
3810,FALSE,28000000,10025,tt0397078,en,6.053567,5/12/06,38159905,103,Released,Just My Luck,5.8,512
3811,FALSE,45000000,10027,tt0342258,en,7.90583,2/2/05,50871113,103,Released,Unleashed,6.6,531
3812,FALSE,18000000,10028,tt0322589,en,11.863954,11/24/03,62646763,94,Released,Honey,6,313
3813,FALSE,30000000,10029,tt0124198,en,10.432293,9/11/98,9898412,100,Released,Very Bad Things,6.2,182
3814,FALSE,25000000,10030,tt0452625,en,7.456047,9/21/07,59192128,101,Released,Good Luck Chuck,5.6,454
3822,FALSE,810000,10041,tt0454839,en,1.491366,1/1/06,0,110,Released,Broken,4.8,15
3824,FALSE,12000000,10045,tt0414852,fr,7.594102,11/9/04,9584131,84,Released,District B13,6.5,572
3825,FALSE,53000000,10046,tt0276830,en,7.892626,2/9/04,0,124,Released,Blueberry,5,51
3826,FALSE,60000000,10047,tt0151137,fr,9.471838,10/18/99,66976317,148,Released,The Messenger: The Story of Joan of Arc,6.2,373
3827,FALSE,135000000,10048,tt0382992,en,13.89018,7/28/05,76932943,121,Released,Stealth,4.9,341
3829,FALSE,10000000,10050,tt0192071,en,7.867139,3/8/01,0,87,Released,Get Over It,5.5,76
3831,FALSE,60000000,10052,tt0259288,en,4.924078,2/22/02,52322400,104,Released,Dragonfly,6.2,209
3832,FALSE,15000000,10053,tt0455857,en,5.149058,2/3/06,66966987,87,Released,When a Stranger Calls,5.4,273
3833,FALSE,35000000,10054,tt0227538,en,9.576745,3/18/01,147934180,88,Released,Spy Kids,5.5,893
3835,FALSE,75000,10056,tt0048254,en,6.107034,9/21/55,0,67,Released,Killer's Kiss,6.2,101
3836,FALSE,30000000,10057,tt0108333,en,6.34785,11/11/93,53898845,105,Released,The Three Musketeers,6.2,219
3837,FALSE,40000000,10060,tt0430308,en,9.820229,11/9/05,46442528,117,Released,Get Rich or Die Tryin',6.3,188
3838,FALSE,50000000,10061,tt0116225,en,12.229381,8/9/96,42277365,97,Released,Escape from L.A.,5.6,381
3841,FALSE,19000000,10065,tt0384806,en,13.088552,4/15/05,108047131,90,Released,The Amityville Horror,6,606
3842,FALSE,40000000,10066,tt0397065,en,7.163099,4/30/05,68766121,113,Released,House of Wax,5.5,696
3843,FALSE,50000000,10067,tt0393735,en,4.878907,3/9/06,61112916,98,Released,The Shaggy Dog,4.5,138
3844,FALSE,17000000,10068,tt0091635,en,6.706262,2/14/86,6735922,117,Released,Nine 1/2 Weeks,5.8,183
3845,FALSE,9000000,10069,tt0441796,en,4.854551,3/24/06,27105095,100,Released,Stay Alive,5.3,157
3848,FALSE,5000000,10072,tt0093629,en,10.035081,2/27/87,44793222,96,Released,A Nightmare on Elm Street 3: Dream Warriors,6.5,363
3849,FALSE,20000000,10073,tt0466342,en,5.682129,2/17/06,48548426,83,Released,Date Movie,3.6,225
3852,FALSE,80000000,10077,tt0318081,en,4.980191,5/15/05,5989640,110,Released,A Sound of Thunder,4.8,111
3855,FALSE,15000000,10083,tt0093640,en,11.457803,8/14/87,35509515,114,Released,No Way Out,6.9,155
3860,FALSE,10000000,10090,tt0499554,en,4.468247,2/23/07,20342161,84,Released,Reno 911!: Miami,5.6,72
3861,FALSE,1000000,10092,tt0384286,en,9.454335,9/16/05,10047674,90,Released,Cry_Wolf,5.6,127
3862,FALSE,15000000,10093,tt0433442,en,9.338989,11/10/06,11992014,85,Released,The Return,5.1,61
3864,FALSE,37000000,10096,tt0337563,en,12.632595,4/13/04,96455697,98,Released,13 Going on 30,6.3,1260
3866,FALSE,250000,10098,tt0012349,en,8.168456,1/21/21,2500000,68,Released,The Kid,8,404
3869,FALSE,780000,10105,tt0373283,en,7.975389,9/11/03,0,90,Released,Saints and Soldiers,6.6,98
3872,FALSE,35000000,10110,tt0092965,en,10.220906,12/9/87,22238696,153,Released,Empire of the Sun,7.3,491
3874,FALSE,4000000,10112,tt0065421,en,9.834047,12/23/70,55675257,78,Released,The Aristocats,7.1,1287
3877,FALSE,7000000,10117,tt0094612,en,14.054862,2/12/88,20256975,96,Released,Action Jackson,4.9,51
3882,FALSE,3000000,10124,tt0485774,en,1.292089,1/1/06,0,92,Released,Heartstopper,4.3,8
3884,FALSE,6000000,10126,tt0094894,en,5.529808,4/15/88,46616067,120,Released,Colors,6.6,100
3885,FALSE,4500000,10127,tt0094919,en,9.97523,4/29/88,3813293,86,Released,Critters 2,5,91
3886,FALSE,16000000,10128,tt0094631,en,15.133316,10/7/88,32155047,91,Released,Alien Nation,5.9,81
3888,FALSE,22000000,10130,tt0095243,en,11.978983,9/23/88,0,129,Released,Gorillas in the Mist,6.7,136
3889,FALSE,7000000,10131,tt0095742,en,8.120317,8/19/88,72500000,99,Released,A Nightmare on Elm Street 4: The Dream Master,5.8,287
3890,FALSE,4000000,10132,tt0096219,en,6.865513,12/21/88,3468572,110,Released,Talk Radio,6.7,46
3891,FALSE,7500000,10133,tt0284978,en,7.348974,10/1/02,0,95,Released,Cypher,6.7,196
3892,FALSE,500000,10134,tt0097138,en,8.473602,4/7/89,10166459,86,Released,Cyborg,4.9,154
3893,FALSE,15000000,10135,tt0098206,en,2.943427,5/19/89,30050028,114,Released,Road House,6.3,259
3894,FALSE,25000000,10136,tt0091129,en,8.236472,12/12/86,79817939,94,Released,The Golden Child,5.6,311
3895,FALSE,133000000,10137,tt0164912,en,8.3595,12/17/99,300135367,84,Released,Stuart Little,5.8,998
3896,FALSE,200000000,10138,tt1228705,en,19.083344,4/28/10,623933331,124,Released,Iron Man 2,6.6,6969
3897,FALSE,20000000,10139,tt1013753,en,10.680121,11/26/08,54586584,128,Released,Milk,7.1,628
3898,FALSE,155000000,10140,tt0980970,en,12.383398,8/13/10,415686217,113,Released,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1555
3900,FALSE,22500000,10142,tt0097027,en,7.435688,8/18/89,18671317,113,Released,Casualties of War,6.8,203
3901,FALSE,40000000,10144,tt0097757,en,17.496832,11/17/89,222300000,83,Released,The Little Mermaid,7.2,1921
3902,FALSE,42000000,10145,tt0356618,en,6.40146,9/24/04,117575636,91,Released,The Forgotten,5.5,359
3904,FALSE,23000000,10147,tt0307987,en,10.930143,11/26/03,76488889,91,Released,Bad Santa,6.4,666
3905,FALSE,7000000,10149,tt0114478,en,5.552946,6/9/95,8349430,112,Released,Smoke,7.2,115
3908,FALSE,19000000,10152,tt0329028,en,9.280038,6/13/03,39267515,85,Released,Dumb and Dumberer: When Harry Met Lloyd,4.1,211
3909,FALSE,75000000,10153,tt0120184,en,7.124735,2/13/98,13100000,134,Released,Sphere,5.8,483
3911,FALSE,19000000,10155,tt0120399,en,7.923639,10/3/97,6682098,125,Released,U Turn,6.5,185
3912,FALSE,11000000,10156,tt0082517,en,9.270492,6/12/81,31672907,92,Released,History of the World: Part I,6.5,205
3915,FALSE,85000000,10159,tt0327850,en,8.304835,9/26/03,80916492,104,Released,The Rundown,6.4,523
3916,FALSE,8000000,10160,tt0097981,en,7.534739,8/11/89,22168359,89,Released,A Nightmare on Elm Street 5: The Dream Child,5.5,251
3917,FALSE,645180,10161,tt0097937,en,5.841931,7/21/89,14743391,103,Released,My Left Foot: The Story of Christy Brown,7.5,208
3919,FALSE,10000000,10163,tt0104692,en,6.685948,3/5/92,32101000,108,Released,The Lawnmower Man,5.4,198
3921,FALSE,53000,10165,tt0045758,en,4.482793,4/1/53,0,62,Released,Fear and Desire,5.1,66
3923,FALSE,13000000,10167,tt0297162,en,8.650691,11/15/02,0,98,Released,Half Past Dead,4.6,82
3926,FALSE,22997992,10170,tt0100530,en,10.445117,12/19/90,0,122,Released,The Russia House,6.3,54
3929,FALSE,12000000,10173,tt0100114,en,5.845712,10/5/90,46044400,94,Released,Marked for Death,5.6,100
3930,FALSE,4,10174,tt0102370,en,1.325299,5/10/91,29,119,Released,Madonna: Truth or Dare,6.3,32
3931,FALSE,1000000,10176,tt0089869,en,7.782919,9/8/85,0,91,Released,The Quiet Earth,6.7,160
3932,FALSE,500000,10177,tt0383353,en,2.002373,3/10/06,0,93,Released,Evil Aliens,6.1,42
3933,FALSE,2000000,10178,tt0046816,en,8.999948,6/24/54,21750000,124,Released,The Caine Mutiny,7.2,78
3934,FALSE,9000000,10179,tt0087451,en,3.291281,3/16/84,0,91,Released,The Ice Pirates,5.7,50
3937,FALSE,40000000,10184,tt1001508,en,8.376094,2/6/09,177259441,129,Released,He's Just Not That Into You,6.2,988
3938,FALSE,15000000,10185,tt0805570,en,13.389735,8/7/08,3533227,98,Released,The Midnight Meat Train,6,294
3939,FALSE,15000000,10186,tt1031969,en,9.469873,8/20/08,8762890,102,Released,The Rocker,5.6,159
3940,FALSE,21000000,10187,tt1027862,en,5.204249,8/1/08,17600000,120,Released,Swing Vote,5.8,66
3941,FALSE,27000000,10188,tt1018785,en,4.631978,8/6/08,44352417,117,Released,The Sisterhood of the Traveling Pants 2,6.1,244
3942,FALSE,27000000,10189,tt0910936,en,8.461369,8/6/08,101624843,111,Released,Pineapple Express,6.6,1169
3944,FALSE,165000000,10191,tt0892769,en,14.416681,3/5/10,494878759,98,Released,How to Train Your Dragon,7.5,4319
3945,FALSE,165000000,10192,tt0892791,en,11.803808,5/16/10,752600867,93,Released,Shrek Forever After,6,2021
3946,FALSE,200000000,10193,tt0435761,en,16.96647,6/16/10,1066969703,103,Released,Toy Story 3,7.6,4710
3947,FALSE,150000000,10195,tt0800369,en,29.158489,4/21/11,449326618,115,Released,Thor,6.6,6678
3948,FALSE,150000000,10196,tt0938283,en,9.544657,6/30/10,318502923,103,Released,The Last Airbender,4.7,1180
3949,FALSE,80000000,10197,tt0875034,en,5.658857,12/3/09,53825515,112,Released,Nine,5.1,169
3950,FALSE,105000000,10198,tt0780521,en,16.616517,12/8/09,267045765,97,Released,The Princess and the Frog,6.7,1293
3951,FALSE,60000000,10199,tt0420238,en,12.364579,12/19/08,50877145,93,Released,The Tale of Despereaux,5.8,260
3952,FALSE,80000000,10200,tt0970416,en,9.265322,12/10/08,233093859,104,Released,The Day the Earth Stood Still,5.2,1057
3953,FALSE,70000000,10201,tt1068680,en,9.756289,12/9/08,225990978,104,Released,Yes Man,6.4,1869
3954,FALSE,80000000,10202,tt0960731,en,10.739419,12/24/08,212874442,99,Released,Bedtime Stories,5.9,924
3955,FALSE,110000000,10204,tt0327437,en,7.825072,6/16/04,72178895,120,Released,Around the World in 80 Days,5.7,687
3957,FALSE,7000000,10206,tt0103893,en,4.941989,7/24/92,16624456,86,Released,Buffy the Vampire Slayer,5.3,192
3958,FALSE,80000000,10207,tt0139462,en,5.101392,2/22/99,118880016,131,Released,Message in a Bottle,5.9,198
3959,FALSE,24000000,10208,tt0158811,en,7.531668,7/14/99,16290976,87,Released,Muppets from Space,5.8,94
3960,FALSE,12000000,10209,tt0136244,en,2.402484,11/17/98,0,98,Released,Hideous Kinky,6.2,23
3961,FALSE,11000000,10210,tt0140379,en,6.078792,4/25/99,0,116,Released,A Midsummer Night's Dream,6.4,95
3962,FALSE,12000000,10212,tt0129332,en,5.486645,3/16/99,0,100,Released,Ravenous,6.8,144
3963,FALSE,5000000,10213,tt0120695,en,4.839043,10/30/99,0,94,Released,From Dusk Till Dawn 3: The Hangman's Daughter,4.6,79
3964,FALSE,84000000,10214,tt0362165,en,6.512277,2/18/05,0,94,Released,Son of the Mask,3.6,346
3965,FALSE,6000000,10215,tt0120148,en,9.7866,4/23/98,58000000,99,Released,Sliding Doors,6.6,363
3966,FALSE,35000000,10216,tt0120841,en,13.495247,4/10/98,19165560,93,Released,Species II,4.5,161
3967,FALSE,5000000,10217,tt0120255,en,6.002992,5/14/97,3263585,112,Released,The Sweet Hereafter,6.8,108
3968,FALSE,200000,10218,tt0117802,en,6.578025,10/18/96,4505922,94,Released,Swingers,6.8,255
3970,FALSE,12000000,10220,tt0128442,en,8.783454,9/11/98,22921898,121,Released,Rounders,6.9,451
3971,FALSE,1500000,10222,tt0097659,en,6.939994,4/20/89,14697005,97,Released,Kickboxer,6.3,257
3973,FALSE,3000000,10225,tt0091080,en,8.122042,8/1/86,19472057,86,Released,Friday the 13th Part VI: Jason Lives,5.7,219
3976,FALSE,30000000,10228,tt0190641,ja,7.556826,7/18/98,163644662,75,Released,Pokémon: The First Movie: Mewtwo Strikes Back,6.7,336
3977,FALSE,11000000,10229,tt0281358,en,8.054499,1/25/02,41227069,101,Released,A Walk to Remember,7.5,1057
3986,FALSE,980000,10242,tt0056687,en,4.857003,10/31/62,0,135,Released,What Ever Happened to Baby Jane?,7.9,210
3989,FALSE,4000000,10246,tt0084522,en,12.650546,11/13/81,125728258,94,Released,Porky's,6.1,185
3992,FALSE,42000000,10249,tt0102803,en,10.536644,6/21/91,62000000,108,Released,The Rocketeer,6.3,265
